system,band,width_mm,drop_mm,price
89mm,C,1900,3500,385.0
89mm,C,2100,3500,423.0
89mm,C,2300,3500,457.0
89mm,C,2500,3500,491.0
89mm,C,2700,3500,525.0
89mm,C,2900,3500,560.0
89mm,C,3100,3500,588.0
89mm,C,3300,3500,595.0
89mm,C,3500,3500,611.0
89mm,C,3750,3500,630.0
89mm,C,1000,3700,241.0
89mm,C,1300,3700,291.0
89mm,C,1500,3700,326.0
89mm,C,1700,3700,361.0
89mm,C,1900,3700,395.0
89mm,C,2100,3700,434.0
89mm,C,2300,3700,464.0
89mm,C,2500,3700,504.0
89mm,C,2700,3700,536.0
89mm,C,2900,3700,574.0
89mm,C,3100,3700,599.0
89mm,C,3300,3700,610.0
89mm,C,3500,3700,625.0
89mm,C,3750,3700,645.0
89mm,C,1000,4000,246.0
89mm,C,1300,4000,293.0
89mm,C,1500,4000,336.0
89mm,C,1700,4000,372.0
89mm,C,1900,4000,406.0
89mm,C,2100,4000,445.0
89mm,C,2300,4000,477.0
89mm,C,2500,4000,513.0
89mm,C,2700,4000,555.0
89mm,C,2900,4000,571.0
89mm,C,3100,4000,617.0
89mm,C,3300,4000,630.0
89mm,C,3500,4000,647.0
89mm,C,3750,4000,667.0
89mm,D,1000,900,205.0
89mm,D,1300,900,229.0
89mm,D,1500,900,275.0
89mm,D,1700,900,297.0
89mm,D,1900,900,320.0
89mm,D,2100,900,356.0
89mm,D,2300,900,379.0
89mm,D,2500,900,417.0
89mm,D,2700,900,438.0
89mm,D,2900,900,469.0
89mm,D,3100,900,491.0
89mm,D,3300,900,493.0
89mm,D,3500,900,513.0
89mm,D,3750,900,525.0
89mm,D,1000,1100,209.0
89mm,D,1300,1100,248.0
89mm,D,1500,1100,284.0
89mm,D,1700,1100,311.0
89mm,D,1900,1100,338.0
89mm,D,2100,1100,379.0
89mm,D,2300,1100,404.0
89mm,D,2500,1100,433.0
89mm,D,2700,1100,462.0
89mm,D,2900,1100,491.0
89mm,D,3100,1100,518.0
89mm,D,3300,1100,527.0
89mm,D,3500,1100,541.0
89mm,D,3750,1100,554.0
89mm,D,1000,1300,221.0
89mm,D,1300,1300,257.0
89mm,D,1500,1300,297.0
89mm,D,1700,1300,326.0
89mm,D,1900,1300,356.0
89mm,D,2100,1300,389.0
89mm,D,2300,1300,421.0
89mm,D,2500,1300,456.0
89mm,D,2700,1300,484.0
89mm,D,2900,1300,518.0
89mm,D,3100,1300,538.0
89mm,D,3300,1300,549.0
89mm,D,3500,1300,566.0
89mm,D,3750,1300,582.0
89mm,D,1000,1500,232.0
89mm,D,1300,1500,269.0
89mm,D,1500,1500,311.0
89mm,D,1700,1500,338.0
89mm,D,1900,1500,375.0
89mm,D,2100,1500,413.0
89mm,D,2300,1500,443.0
89mm,D,2500,1500,475.0
89mm,D,2700,1500,505.0
89mm,D,2900,1500,538.0
89mm,D,3100,1500,564.0
89mm,D,3300,1500,579.0
89mm,D,3500,1500,598.0
89mm,D,3750,1500,610.0
89mm,D,1000,1700,240.0
89mm,D,1300,1700,277.0
89mm,D,1500,1700,324.0
89mm,D,1700,1700,353.0
89mm,D,1900,1700,387.0
89mm,D,2100,1700,426.0
89mm,D,2300,1700,457.0
89mm,D,2500,1700,495.0
89mm,D,2700,1700,527.0
89mm,D,2900,1700,561.0
89mm,D,3100,1700,591.0
89mm,D,3300,1700,598.0
89mm,D,3500,1700,617.0
89mm,D,3750,1700,632.0
89mm,D,1000,1900,245.0
89mm,D,1300,1900,293.0
89mm,D,1500,1900,330.0
89mm,D,1700,1900,372.0
89mm,D,1900,1900,402.0
89mm,D,2100,1900,437.0
89mm,D,2300,1900,477.0
89mm,D,2500,1900,511.0
89mm,D,2700,1900,549.0
89mm,D,2900,1900,587.0
89mm,D,3100,1900,610.0
89mm,D,3300,1900,623.0
89mm,D,3500,1900,641.0
89mm,D,3750,1900,658.0
89mm,D,1000,2100,256.0
89mm,D,1300,2100,297.0
89mm,D,1500,2100,342.0
89mm,D,1700,2100,384.0
89mm,D,1900,2100,419.0
89mm,D,2100,2100,457.0
89mm,D,2300,2100,491.0
89mm,D,2500,2100,527.0
89mm,D,2700,2100,571.0
89mm,D,2900,2100,607.0
89mm,D,3100,2100,632.0
89mm,D,3300,2100,644.0
89mm,D,3500,2100,661.0
89mm,D,3750,2100,685.0
89mm,D,1000,2300,262.0
89mm,D,1300,2300,311.0
89mm,D,1500,2300,355.0
89mm,D,1700,2300,395.0
89mm,D,1900,2300,431.0
89mm,D,2100,2300,473.0
89mm,D,2300,2300,508.0
89mm,D,2500,2300,548.0
89mm,D,2700,2300,588.0
89mm,D,2900,2300,627.0
89mm,D,3100,2300,656.0
89mm,D,3300,2300,668.0
89mm,D,3500,2300,685.0
89mm,D,3750,2300,707.0
89mm,D,1000,2500,273.0
89mm,D,1300,2500,315.0
89mm,D,1500,2500,364.0
89mm,D,1700,2500,405.0
89mm,D,1900,2500,443.0
89mm,D,2100,2500,480.0
89mm,D,2300,2500,521.0
89mm,D,2500,2500,564.0
89mm,D,2700,2500,605.0
89mm,D,2900,2500,645.0
89mm,D,3100,2500,672.0
89mm,D,3300,2500,686.0
89mm,D,3500,2500,706.0
89mm,D,3750,2500,731.0
