system,band,width_mm,drop_mm,price
Standard,C,610,2438,91.34
Standard,C,762,2438,92.97
Standard,C,914,2438,94.66
Standard,C,1067,2438,96.32
Standard,C,1219,2438,97.98
Standard,C,1372,2438,99.63
Standard,C,1524,2438,101.3
Standard,C,1676,2438,104.62
Standard,C,1829,2438,107.96
Standard,C,1981,2438,129.53
Standard,C,2134,2438,139.49
Standard,C,2438,2438,154.43
Standard,C,2913,2438,167.69
Standard,C,3048,2438,181.02
Standard,C,3300,2438,193.83
Standard,C,3500,2438,210.44
Standard,C,610,2913,101.3
Standard,C,762,2913,102.93
Standard,C,914,2913,106.28
Standard,C,1067,2913,107.96
Standard,C,1219,2913,109.6
Standard,C,1372,2913,111.27
Standard,C,1524,2913,112.93
Standard,C,1676,2913,116.25
Standard,C,1829,2913,117.87
Standard,C,1981,2913,154.43
Standard,C,2134,2913,162.73
Standard,C,2438,2913,169.37
Standard,C,2913,2913,182.67
Standard,C,3048,2913,195.96
Standard,C,3300,2913,207.56
Standard,C,3500,2913,239.12
Standard,C,610,3250,112.93
Standard,C,762,3250,114.57
Standard,C,914,3250,119.57
Standard,C,1067,3250,121.22
Standard,C,1219,3250,122.86
Standard,C,1372,3250,124.55
Standard,C,1524,3250,127.85
Standard,C,1676,3250,131.2
Standard,C,1829,3250,132.86
Standard,C,1981,3250,172.73
Standard,C,2134,3250,184.32
Standard,C,2438,3250,190.97
Standard,C,2913,3250,202.57
Standard,C,3048,3250,212.57
Standard,C,3300,3250,239.12
Standard,C,3500,3250,274.03
Standard,C,610,3500,127.85
Standard,C,762,3500,129.53
Standard,C,914,3500,136.16
Standard,C,1067,3500,137.83
Standard,C,1219,3500,139.49
Standard,C,1372,3500,141.15
Standard,C,1524,3500,142.78
Standard,C,1676,3500,146.13
Standard,C,1829,3500,149.47
Standard,C,1981,3500,194.31
Standard,C,2134,3500,207.56
Standard,C,2438,3500,215.86
Standard,C,2913,3500,229.18
Standard,C,3048,3500,239.12
Standard,C,3300,3500,285.64
Standard,C,3500,3500,330.47
Standard,D,610,610,46.5
Standard,D,762,610,49.81
Standard,D,914,610,53.14
Standard,D,1067,610,56.46
Standard,D,1219,610,59.78
Standard,D,1372,610,63.09
Standard,D,1524,610,66.42
Standard,D,1676,610,69.74
Standard,D,1829,610,73.08
Standard,D,1981,610,89.67
Standard,D,2134,610,106.28
Standard,D,2438,610,122.86
Standard,D,2913,610,139.49
Standard,D,3048,610,156.11
Standard,D,3300,610,172.73
Standard,D,3500,610,189.31
Standard,D,610,762,51.48
Standard,D,762,762,54.77
Standard,D,914,762,58.15
Standard,D,1067,762,61.43
Standard,D,1219,762,64.76
Standard,D,1372,762,68.09
Standard,D,1524,762,71.42
Standard,D,1676,762,74.73
Standard,D,1829,762,78.06
Standard,D,1981,762,91.34
Standard,D,2134,762,107.96
Standard,D,2438,762,124.55
Standard,D,2913,762,141.15
Standard,D,3048,762,157.77
Standard,D,3300,762,174.36
Standard,D,3500,762,190.97
Standard,D,610,914,56.46
Standard,D,762,914,59.78
Standard,D,914,914,63.09
Standard,D,1067,914,66.42
Standard,D,1219,914,69.74
