system,band,width_mm,drop_mm,price
Standard Cord Freehang,B,400,1200,118.0
Standard Cord Freehang,B,550,1200,126.0
Standard Cord Freehang,B,700,1200,135.0
Standard Cord Freehang,B,850,1200,144.0
Standard Cord Freehang,B,1000,1200,152.0
Standard Cord Freehang,B,1150,1200,161.0
Standard Cord Freehang,B,1300,1200,175.0
Standard Cord Freehang,B,1450,1200,182.0
Standard Cord Freehang,B,1600,1200,194.0
Standard Cord Freehang,B,250,1400,117.0
Standard Cord Freehang,B,400,1400,127.0
Standard Cord Freehang,B,550,1400,135.0
Standard Cord Freehang,B,700,1400,147.0
Standard Cord Freehang,B,850,1400,152.0
Standard Cord Freehang,B,1000,1400,165.0
Standard Cord Freehang,B,1150,1400,175.0
Standard Cord Freehang,B,1300,1400,184.0
Standard Cord Freehang,B,1450,1400,190.0
Standard Cord Freehang,B,1600,1400,203.0
Standard Cord Freehang,B,250,1600,123.0
Standard Cord Freehang,B,400,1600,136.0
Standard Cord Freehang,B,550,1600,147.0
Standard Cord Freehang,B,700,1600,156.0
Standard Cord Freehang,B,850,1600,167.0
Standard Cord Freehang,B,1000,1600,181.0
Standard Cord Freehang,B,1150,1600,189.0
Standard Cord Freehang,B,1300,1600,201.0
Standard Cord Freehang,B,1450,1600,211.0
Standard Cord Freehang,B,250,1800,132.0
Standard Cord Freehang,B,400,1800,147.0
Standard Cord Freehang,B,550,1800,156.0
Standard Cord Freehang,B,700,1800,170.0
Standard Cord Freehang,B,850,1800,181.0
Standard Cord Freehang,B,1000,1800,195.0
Standard Cord Freehang,B,1150,1800,208.0
Standard Cord Freehang,B,1300,1800,221.0
Standard Cord Freehang,B,250,2000,144.0
Standard Cord Freehang,B,400,2000,156.0
Standard Cord Freehang,B,550,2000,170.0
Standard Cord Freehang,B,700,2000,184.0
Standard Cord Freehang,B,850,2000,197.0
Standard Cord Freehang,B,1000,2000,213.0
Standard Cord Freehang,B,1150,2000,228.0
Standard Cord Freehang,B,250,2200,148.0
Standard Cord Freehang,B,400,2200,164.0
Standard Cord Freehang,B,550,2200,180.0
Standard Cord Freehang,B,700,2200,195.0
Standard Cord Freehang,B,850,2200,210.0
Standard Cord Freehang,B,1000,2200,228.0
Standard Cord Freehang,B,250,2400,152.0
Standard Cord Freehang,B,400,2400,173.0
Standard Cord Freehang,B,550,2400,188.0
Standard Cord Freehang,B,700,2400,206.0
Standard Cord Freehang,B,850,2400,224.0
Standard Cord Freehang,B,1000,2400,240.0
Standard Cord Freehang,B,250,2600,160.0
Standard Cord Freehang,B,400,2600,181.0
Standard Cord Freehang,B,550,2600,197.0
Standard Cord Freehang,B,700,2600,218.0
Standard Cord Freehang,B,850,2600,235.0
Standard Cord Freehang,B,250,2800,167.0
Standard Cord Freehang,B,400,2800,188.0
Standard Cord Freehang,B,550,2800,208.0
Standard Cord Freehang,B,700,2800,230.0
Standard Cord Freehang,B,850,2800,249.0
Standard Cord Freehang,B,250,3000,177.0
Standard Cord Freehang,B,400,3000,197.0
Standard Cord Freehang,B,550,3000,220.0
Standard Cord Freehang,B,700,3000,242.0
Standard Cord Freehang,C,250,200,94.0
Standard Cord Freehang,C,400,200,99.0
Standard Cord Freehang,C,550,200,102.0
Standard Cord Freehang,C,700,200,104.0
